objectid,filename,title,creator,date,description,subject,location,county,state,country,continent,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,dimensions,railroad,format_of_original
Zimmermann-06-001-002,access-zimmermann-06-001-002.jpg,Zimmermann-06-001-002,"Zimmermann, Karl",1977-07-16,"Andermatt, Switzerland, 7/16/77",,Andermatt,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,,Black-and-white film; Acetate film
Zimmermann-06-001-006,access-zimmermann-06-001-006.jpg,Zimmermann-06-001-006,"Zimmermann, Karl",1977-07-17,"Andermatt, Switzerland, 7/17/77, Glacier Express",,Andermatt,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,,Black-and-white film; Acetate film
Zimmermann-06-001-010,access-zimmermann-06-001-010.jpg,Zimmermann-06-001-010,"Zimmermann, Karl",1977-07-17,"Andermatt, Switzerland, 7/17/77, Glacier Express",,Andermatt,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,,Black-and-white film; Acetate film
Zimmermann-06-001-011,access-zimmermann-06-001-011.jpg,Zimmermann-06-001-011,"Zimmermann, Karl",1977-07-17,"En route from Andermatt, Switzerland, 7/17/77, Glacier Express",,,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,,Black-and-white film; Acetate film
Zimmermann-06-002-002,access-zimmermann-06-002-002.jpg,Zimmermann-06-002-002,"Zimmermann, Karl",1977-07-17,"Rhätische Bahn, Chur, 7/17/77",,Chur,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Rhätische Bahn AG,Black-and-white film; Acetate film
Zimmermann-06-002-008,access-zimmermann-06-002-008.jpg,Zimmermann-06-002-008,"Zimmermann, Karl",1977-07-18,"Swiss Federal, Chur, 7/18/77",,Chur,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,SBB Swiss Federal Railways,Black-and-white film; Acetate film
Zimmermann-06-002-012,access-zimmermann-06-002-012.jpg,Zimmermann-06-002-012,"Zimmermann, Karl",1977-07-18,"Rhätische Bahn, Landquart, 7/18/77",,Landquart,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Rhätische Bahn AG,Black-and-white film; Acetate film
Zimmermann-06-003-005,access-zimmermann-06-003-005.jpg,Zimmermann-06-003-005,"Zimmermann, Karl",1977-07-18,"Rhätische Bahn, Filisur, 7/18/77",,Filisur,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Rhätische Bahn AG,Black-and-white film; Acetate film
Zimmermann-06-003-006,access-zimmermann-06-003-006.jpg,Zimmermann-06-003-006,"Zimmermann, Karl",1977-07-18,"Rhätische Bahn, Filisur, 7/18/77",,Filisur,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Rhätische Bahn AG,Black-and-white film; Acetate film
Zimmermann-06-003-008,access-zimmermann-06-003-008.jpg,Zimmermann-06-003-008,"Zimmermann, Karl",1977-07-18,"Rhätische Bahn, Filisur, 7/18/77",,Filisur,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Rhätische Bahn AG,Black-and-white film; Acetate film
Zimmermann-06-004-003,access-zimmermann-06-004-003.jpg,Zimmermann-06-004-003,"Zimmermann, Karl",1977-07-18,"Rhätische Bahn, Filisur, 7/18/77, Bernina Express",,Filisur,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Rhätische Bahn AG,Black-and-white film; Acetate film
Zimmermann-06-004-005,access-zimmermann-06-004-005.jpg,Zimmermann-06-004-005,"Zimmermann, Karl",1977-07-18,"Rhätische Bahn, Filisur, 7/18/77",,Filisur,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Rhätische Bahn AG,Black-and-white film; Acetate film
Zimmermann-06-004-009,access-zimmermann-06-004-009.jpg,Zimmermann-06-004-009,"Zimmermann, Karl",1977-07-18,"Rhätische Bahn, Filisur, 7/18/77",,Filisur,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Rhätische Bahn AG,Black-and-white film; Acetate film
Zimmermann-06-005-007,access-zimmermann-06-005-007.jpg,Zimmermann-06-005-007,"Zimmermann, Karl",1977-07-18,"Rhätische Bahn, Filisur, 7/18/77",,Filisur,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Rhätische Bahn AG,Black-and-white film; Acetate film
Zimmermann-06-005-010,access-zimmermann-06-005-010.jpg,Zimmermann-06-005-010,"Zimmermann, Karl",1977-07-18,"Rhätische Bahn, Samedam, 7/18/77",,Samedam,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Rhätische Bahn AG,Black-and-white film; Acetate film
Zimmermann-06-006-009,access-zimmermann-06-006-009.jpg,Zimmermann-06-006-009,"Zimmermann, Karl",1977-07-19,"Rhätische Bahn, Chur, 7/19/77",,Chur,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Rhätische Bahn AG,Black-and-white film; Acetate film
Zimmermann-06-006-012,access-zimmermann-06-006-012.jpg,Zimmermann-06-006-012,"Zimmermann, Karl",1977-07-19,"Rhätische Bahn, Chur, 7/19/77",,Chur,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Rhätische Bahn AG,Black-and-white film; Acetate film
Zimmermann-06-007-003,access-zimmermann-06-007-003.jpg,Zimmermann-06-007-003,"Zimmermann, Karl",1977-07-19,"Rhätische Bahn, Chur, 7/19/77",,Chur,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Rhätische Bahn AG,Black-and-white film; Acetate film
Zimmermann-06-007-008,access-zimmermann-06-007-008.jpg,Zimmermann-06-007-008,"Zimmermann, Karl",1977-07-19,"Rhätische Bahn, Chur, 7/19/77",,Chur,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Rhätische Bahn AG,Black-and-white film; Acetate film
Zimmermann-06-007-012,access-zimmermann-06-007-012.jpg,Zimmermann-06-007-012,"Zimmermann, Karl",1977-07-19,"Rhätische Bahn, Chur, 7/19/77",,Chur,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Rhätische Bahn AG,Black-and-white film; Acetate film
Zimmermann-06-008-007,access-zimmermann-06-008-007.jpg,Zimmermann-06-008-007,"Zimmermann, Karl",1977-07-19,"Swiss Federal, Manheim, 7/19/77",,Manheim,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,SBB Swiss Federal Railways,Black-and-white film; Acetate film
Zimmermann-06-008-009,access-zimmermann-06-008-009.jpg,Zimmermann-06-008-009,"Zimmermann, Karl",1977-07-19,"Swiss Federal, Manheim, 7/19/77",,Manheim,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,SBB Swiss Federal Railways,Black-and-white film; Acetate film
Zimmermann-06-008-010,access-zimmermann-06-008-010.jpg,Zimmermann-06-008-010,"Zimmermann, Karl",1977-07-19,"Swiss Federal, Manheim, 7/19/77",,Manheim,,,Switzerland,Europe,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,SBB Swiss Federal Railways,Black-and-white film; Acetate film
Zimmermann-06-009-006,access-zimmermann-06-009-006.jpg,Zimmermann-06-009-006,"Zimmermann, Karl",1977-08,"Valley RR, Connecticut, Aug 1977",,,,Connecticut,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Valley Railroad VALE,Black-and-white film; Acetate film
Zimmermann-06-010-008,access-zimmermann-06-010-008.jpg,Zimmermann-06-010-008,"Zimmermann, Karl",1977-08-20,"Texas + Pacific 2-10-4 #610 on Southern Railway, leased for steam program. South of Culpeper, VA, 8/20/1977",,Culpeper,,Virginia,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Southern Railway SOU,Black-and-white film; Acetate film
Zimmermann-06-010-011,access-zimmermann-06-010-011.jpg,Zimmermann-06-010-011,"Zimmermann, Karl",1977-08-20,"Texas + Pacific 2-10-4 #610 on Southern Railway, leased for steam program. Orange, VA, 8/20/77",,Orange,,Virginia,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Southern Railway SOU,Black-and-white film; Acetate film
Zimmermann-06-011-004,access-zimmermann-06-011-004.jpg,Zimmermann-06-011-004,"Zimmermann, Karl",1977-08-20,"Texas + Pacific 2-10-4 #610 on Southern Railway, leased for steam program. 8/20/77. Montpelier, VA",,Montpelier,,Virginia,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Southern Railway SOU,Black-and-white film; Acetate film
Zimmermann-06-011-010,access-zimmermann-06-011-010.jpg,Zimmermann-06-011-010,"Zimmermann, Karl",1977-08-20,"Texas + Pacific 2-10-4 #610 on Southern Railway, leased for steam program. 8/20/77. South of Charlottesville, VA",,Charlottesville,,Virginia,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Southern Railway SOU,Black-and-white film; Acetate film
Zimmermann-06-012-007,access-zimmermann-06-012-007.jpg,Zimmermann-06-012-007,"Zimmermann, Karl",1977-08-20,"Texas + Pacific 2-10-4 #610 on Southern Railway, leased for steam program. 8/20/77. Monroe, VA",,Monroe,,Virginia,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Southern Railway SOU,Black-and-white film; Acetate film
Zimmermann-06-016-001,access-zimmermann-06-016-001.jpg,Zimmermann-06-016-001,"Zimmermann, Karl",1977-09-24,"Delaware & Hudson, Wapwallopen, PA, 9/24/1977",,Wapwallopen,,Pennslyvania,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Delaware & Hudson Railway DH,Black-and-white film; Acetate film
Zimmermann-06-019-002,access-zimmermann-06-019-002.jpg,Zimmermann-06-019-002,"Zimmermann, Karl",1977-11-05,"Delaware & Hudson, Oneonta, NY. 703 / 7319 / 1714 (NW) / 1555 (NW). 11/5/77",,Oneonta,,New York state,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Delaware & Hudson Railway DH,Black-and-white film; Acetate film
Zimmermann-06-019-006,access-zimmermann-06-019-006.jpg,Zimmermann-06-019-006,"Zimmermann, Karl",1977-11-05,"Delaware & Hudson, Oneonta, NY. 703 / 7319 / 1714 (NW) / 1555 (NW). 11/5/77",,Oneonta,,New York state,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Delaware & Hudson Railway DH,Black-and-white film; Acetate film
Zimmermann-06-021-002,access-zimmermann-06-021-002.jpg,Zimmermann-06-021-002,"Zimmermann, Karl",1977-11-06,"Delaware & Hudson, Oneonta, NY. 11/6/77. FA - 7602 / 7315 / 7412 / 7420 - power for WR-2",,Oneonta,,New York state,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Delaware & Hudson Railway DH,Black-and-white film; Acetate film
Zimmermann-06-021-004,access-zimmermann-06-021-004.jpg,Zimmermann-06-021-004,"Zimmermann, Karl",1977-11-06,"Delaware & Hudson, Oneonta, NY. 11/6/77. FA - 7602 / 7315 / 7412 / 7420 - power for WR-2",,Oneonta,,New York state,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Delaware & Hudson Railway DH,Black-and-white film; Acetate film
Zimmermann-06-022-006,access-zimmermann-06-022-006.jpg,Zimmermann-06-022-006,"Zimmermann, Karl",1977-11-06,"Delaware & Hudson, Oneonta, NY. 11/6/77",,Oneonta,,New York state,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Delaware & Hudson Railway DH,Black-and-white film; Acetate film
Zimmermann-06-023-001,access-zimmermann-06-023-001.jpg,Zimmermann-06-023-001,"Zimmermann, Karl",1977-12-31,"Southern Railway, Atlanta, 12/31/77",,Atlanta,,Georgia,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Southern Railway SOU,Black-and-white film; Acetate film
Zimmermann-06-023-002,access-zimmermann-06-023-002.jpg,Zimmermann-06-023-002,"Zimmermann, Karl",1977-12-31,"Southern Railway, Atlanta, 12/31/77",,Atlanta,,Georgia,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Southern Railway SOU,Black-and-white film; Acetate film
Zimmermann-06-028-008,access-zimmermann-06-028-008.jpg,Zimmermann-06-028-008,"Zimmermann, Karl",1978-01-28,"Delaware & Hudson, Colonie, NY, 1/28/78",,Colonie,,New York state,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Delaware & Hudson Railway DH,Black-and-white film; Acetate film
Zimmermann-06-030-006,access-zimmermann-06-030-006.jpg,Zimmermann-06-030-006,"Zimmermann, Karl",1978-02-19,"Delaware & Hudson, WR-4, Central Bridge, NY, 2/19/78",,,,New York state,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Delaware & Hudson Railway DH,Black-and-white film; Acetate film
Zimmermann-06-030-011,access-zimmermann-06-030-011.jpg,Zimmermann-06-030-011,"Zimmermann, Karl",1978-02-19,"Delaware & Hudson, Cobleskill, NY, 2/19/78",,Cobleskill,,New York state,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Delaware & Hudson Railway DH,Black-and-white film; Acetate film
Zimmermann-06-032-001,access-zimmermann-06-032-001.jpg,Zimmermann-06-032-001,"Zimmermann, Karl",1978-02-19,"Cobleskill, NY, 2/19/78",,Cobleskill,,New York state,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,,Black-and-white film; Acetate film
Zimmermann-06-032-007,access-zimmermann-06-032-007.jpg,Zimmermann-06-032-007,"Zimmermann, Karl",1978-02-19,"Cobleskill, NY, 2/19/78",,Cobleskill,,New York state,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,,Black-and-white film; Acetate film
Zimmermann-06-032-009,access-zimmermann-06-032-009.jpg,Zimmermann-06-032-009,"Zimmermann, Karl",1978-02-19,"Delaware & Hudson, RW-1, summit of Richmondville Hill, 2/19/78",,Richmondville,,New York state,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Delaware & Hudson Railway DH,Black-and-white film; Acetate film
Zimmermann-06-033-001,access-zimmermann-06-033-001.jpg,Zimmermann-06-033-001,"Zimmermann, Karl",1978-02-19,"Delaware & Hudson, MB-1, 2/19/78, Richmondville Hill",,Richmondville,,New York state,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Delaware & Hudson Railway DH,Black-and-white film; Acetate film
Zimmermann-06-033-002,access-zimmermann-06-033-002.jpg,Zimmermann-06-033-002,"Zimmermann, Karl",1978-02-19,"Delaware & Hudson, MB-1, 2/19/78, Richmondville Hill",,Richmondville,,New York state,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Delaware & Hudson Railway DH,Black-and-white film; Acetate film
Zimmermann-06-033-011,access-zimmermann-06-033-011.jpg,Zimmermann-06-033-011,"Zimmermann, Karl",1978-02-19,"Delaware & Hudson, helpers 501/412, 2/19/78, Mohawk",,Mohawk,,New York state,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Delaware & Hudson Railway DH,Black-and-white film; Acetate film
Zimmermann-06-035-009,access-zimmermann-06-035-009.jpg,Zimmermann-06-035-009,"Zimmermann, Karl",1978-03-21,"Bangor & Aroostook, ON-44, 108 cars, 44/57/71/54/45, No. Me. Jct. 3/21/78",,,,Maine,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Bangor & Aroostook Railroad BAR,Black-and-white film; Acetate film
Zimmermann-06-036-003,access-zimmermann-06-036-003.jpg,Zimmermann-06-036-003,"Zimmermann, Karl",1978-03-22,"Bangor & Aroostook, above Searsport local, 3/22/78, power: 75/42/71, caboose: C-82, Wayne Duplisea (sp?) - engineer, Cleon Cole - conductor",,,,Maine,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,35 mm,Bangor & Aroostook Railroad BAR,Black-and-white film; Acetate film
Zimmermann-06-036-012,access-zimmermann-06-036-012.jpg,Zimmermann-06-036-012,"Zimmermann, Karl",1978-03-22,"Bangor & Aroostook, above Searsport local, 3/22/78, power: 75/42/71, caboose: C-82, Wayne Duplisea (sp?) - engineer, Cleon Cole - conductor",,,,Maine,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,35 mm,Bangor & Aroostook Railroad BAR,Black-and-white film; Acetate film
Zimmermann-06-036-015,access-zimmermann-06-036-015.jpg,Zimmermann-06-036-015,"Zimmermann, Karl",1978-03-22,"Bangor & Aroostook, above Searsport local, 3/22/78, power: 75/42/71, caboose: C-82, Wayne Duplisea (sp?) - engineer, Cleon Cole - conductor",,,,Maine,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,35 mm,Bangor & Aroostook Railroad BAR,Black-and-white film; Acetate film
Zimmermann-06-037-002,access-zimmermann-06-037-002.jpg,Zimmermann-06-037-002,"Zimmermann, Karl",1978-03-22,"Bangor & Aroostook, Searsport, 3/22/78",,Searsport,,Maine,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Bangor & Aroostook Railroad BAR,Black-and-white film; Acetate film
Zimmermann-06-037-007,access-zimmermann-06-037-007.jpg,Zimmermann-06-037-007,"Zimmermann, Karl",1978-03-22,"Bangor & Aroostook, Herman Yd, Cleon Cole (conductor), 3/22/78",,Hermon,,Maine,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Bangor & Aroostook Railroad BAR,Black-and-white film; Acetate film
Zimmermann-06-037-008,access-zimmermann-06-037-008.jpg,Zimmermann-06-037-008,"Zimmermann, Karl",1978-03-22,"Bangor & Aroostook, Herman Yd, Cleon Cole (conductor), 3/22/78",,Hermon,,Maine,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Bangor & Aroostook Railroad BAR,Black-and-white film; Acetate film
Zimmermann-06-038-004,access-zimmermann-06-038-004.jpg,Zimmermann-06-038-004,"Zimmermann, Karl",1978-03-23,"Bangor & Aroostook, switcher 50/72, Millinocket, 3/23/1978",,Millinocket,,Maine,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Bangor & Aroostook Railroad BAR,Black-and-white film; Acetate film
Zimmermann-06-039-009,access-zimmermann-06-039-009.jpg,Zimmermann-06-039-009,"Zimmermann, Karl",1978-03-23,"Bangor & Aroostook, Millinocket, 3/23/1978",,Millinocket,,Maine,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Bangor & Aroostook Railroad BAR,Black-and-white film; Acetate film
